MonthlyMinutes,TotalRecurringCharge,PercChangeMinutes,UniqueSubs,Handsets,CurrentEquipmentDays,HandsetRefurbished,HandsetWebCapable,RetentionCalls,RetentionOffersAccepted,CreditRating
350.0,44.0,-154.0,2,3.0,36.0,1,1,0,0,4
68.0,40.0,88.0,2,2.0,346.0,0,1,0,0,1
64.0,95.0,-49.0,3,1.0,305.0,0,1,0,0,1
602.0,45.0,-163.0,2,1.0,351.0,0,1,0,0,2
526.0,45.0,292.0,1,1.0,305.0,0,1,0,0,3
1847.0,99.0,-13.0,1,3.0,330.0,0,1,0,0,4
468.0,45.0,-184.0,1,1.0,243.0,0,1,0,0,6
145.0,45.0,-19.0,3,1.0,305.0,0,0,0,0,2
368.0,10.0,-108.0,2,1.0,243.0,0,1,0,0,2
315.0,45.0,230.0,2,1.0,243.0,0,1,0,0,1
170.0,45.0,62.0,1,1.0,305.0,0,1,0,0,1
68.0,30.0,-33.0,1,1.0,412.0,0,1,0,0,1
372.0,40.0,50.0,3,6.0,18.0,0,1,0,0,1
388.0,45.0,-84.0,1,1.0,305.0,0,1,0,0,1
111.0,10.0,48.0,2,1.0,351.0,0,1,0,0,1
932.0,45.0,-72.0,1,1.0,243.0,0,1,0,0,4
74.0,30.0,-2.0,1,2.0,276.0,0,1,0,0,2
854.0,70.0,119.0,3,4.0,148.0,1,1,0,0,0
346.0,40.0,-79.0,4,1.0,305.0,0,1,0,0,1
74.0,45.0,-43.0,3,1.0,412.0,0,1,0,0,0
294.0,45.0,32.0,1,1.0,412.0,0,1,0,0,1
122.0,45.0,118.0,3,1.0,351.0,0,1,0,0,1
1011.0,45.0,-304.0,2,1.0,351.0,0,1,0,0,1
0.0,10.0,0.0,4,1.0,412.0,0,1,0,0,1
1026.0,60.0,-100.0,1,1.0,243.0,0,1,0,0,3
892.0,56.0,165.0,1,2.0,242.0,0,1,0,0,3
812.0,70.0,-262.0,1,3.0,155.0,0,1,0,0,3
212.0,40.0,-28.0,1,1.0,412.0,0,1,0,0,1
334.0,31.0,-334.0,1,1.0,412.0,0,1,0,0,2
140.0,30.0,33.0,1,1.0,412.0,0,1,0,0,2
610.0,30.0,80.0,1,1.0,412.0,0,1,0,0,3
912.0,117.0,-389.0,2,1.0,243.0,0,1,0,0,1
619.0,10.0,54.0,3,2.0,150.0,0,1,0,0,1
260.0,10.0,26.0,2,1.0,243.0,0,1,0,0,3
1772.0,80.0,326.0,1,1.0,412.0,0,1,0,0,4
1350.0,62.0,210.0,3,2.0,32.0,0,0,0,0,0
120.0,40.0,64.0,1,1.0,243.0,0,1,0,0,3
350.0,50.0,530.0,1,3.0,45.0,0,1,0,0,4
796.0,45.0,372.0,2,2.0,30.0,0,1,0,0,4
1238.0,60.0,551.0,1,2.0,178.0,1,1,0,0,4
0.0,44.0,0.0,1,1.0,351.0,0,1,0,0,2
330.0,70.0,-330.0,3,1.0,351.0,0,1,0,0,2
743.0,20.0,-743.0,1,1.0,412.0,0,1,0,0,3
138.0,36.0,112.0,2,1.0,305.0,0,1,0,0,1
240.0,45.0,121.0,1,1.0,412.0,0,1,0,0,1
92.0,40.0,0.0,1,1.0,351.0,0,1,0,0,1
597.0,71.0,-597.0,1,1.0,243.0,0,1,0,0,4
280.0,45.0,205.0,2,2.0,14.0,0,1,0,0,1
788.0,55.0,-112.0,1,1.0,243.0,0,1,0,0,6
92.0,60.0,-26.0,4,2.0,412.0,0,0,0,0,0
2717.0,85.0,-354.0,1,2.0,282.0,0,1,0,0,4
71.0,45.0,-35.0,1,1.0,305.0,0,1,0,0,4
0.0,34.0,0.0,1,1.0,351.0,0,1,0,0,2
488.0,41.0,374.0,1,1.0,243.0,0,1,0,0,4
1000.0,55.0,-248.0,1,3.0,19.0,0,1,0,0,1
1596.0,71.0,-94.0,1,1.0,305.0,0,1,0,0,4
737.0,60.0,-127.0,2,1.0,351.0,0,0,0,0,1
1056.0,83.0,60.0,4,1.0,412.0,0,1,0,0,0
28.0,30.0,-28.0,2,1.0,351.0,0,1,0,0,1
308.0,40.0,112.0,2,1.0,243.0,0,1,0,0,1
474.0,45.0,110.0,1,1.0,305.0,0,1,0,0,1
496.0,45.0,-62.0,1,2.0,223.0,0,1,0,0,1
800.0,45.0,-129.0,1,1.0,412.0,0,1,0,0,1
1067.0,60.0,-175.0,1,2.0,109.0,0,1,0,0,1
549.0,51.0,122.0,3,4.0,52.0,0,1,0,0,2
1283.0,60.0,414.0,1,1.0,250.0,0,1,0,0,5
134.0,23.0,206.0,2,3.0,157.0,0,1,0,0,4
263.0,50.0,69.0,2,1.0,350.0,0,1,0,0,0
287.0,50.0,-208.0,2,1.0,304.0,0,1,1,1,4
575.0,70.0,59.0,2,1.0,350.0,0,1,0,0,1
173.0,40.0,-10.0,1,1.0,411.0,0,1,0,0,1
607.0,60.0,49.0,2,2.0,42.0,0,1,0,0,2
270.0,40.0,-6.0,3,3.0,92.0,0,1,0,0,2
153.0,40.0,-26.0,1,1.0,350.0,0,1,0,0,1
679.0,60.0,-96.0,1,2.0,227.0,0,1,0,0,1
61.0,50.0,17.0,1,1.0,411.0,0,1,0,0,1
469.0,70.0,63.0,2,1.0,350.0,0,1,0,0,0
818.0,70.0,132.0,1,1.0,304.0,0,1,0,0,4
366.0,70.0,-36.0,1,1.0,350.0,0,1,0,0,1
325.0,55.0,15.0,1,2.0,18.0,0,1,0,0,2
126.0,30.0,33.0,1,1.0,350.0,0,1,0,0,6
682.0,50.0,-185.0,1,2.0,242.0,0,1,0,0,3
788.0,45.0,236.0,1,1.0,304.0,0,1,0,0,1
1396.0,55.0,16.0,1,2.0,271.0,0,1,0,0,3
1578.0,99.0,214.0,1,1.0,411.0,0,1,0,0,1
24.0,10.0,4.0,5,1.0,350.0,0,1,0,0,1
54.0,40.0,-40.0,1,1.0,304.0,0,1,0,0,6
221.0,106.0,93.0,3,1.0,242.0,0,1,0,0,1
169.0,30.0,7.0,1,1.0,304.0,0,1,0,0,4
268.0,45.0,-112.0,1,2.0,349.0,0,1,0,0,1
920.0,10.0,-510.0,2,2.0,287.0,1,1,0,0,1
1416.0,45.0,-25.0,1,1.0,304.0,0,1,0,0,3
1108.0,60.0,7.0,3,1.0,304.0,0,1,0,0,1
225.0,13.0,-225.0,1,1.0,242.0,0,1,0,0,3
1083.0,70.0,-376.0,1,1.0,411.0,0,1,0,0,6
799.0,53.0,394.0,2,2.0,9.0,1,1,0,0,0
349.0,50.0,-185.0,1,1.0,304.0,0,1,0,0,1
221.0,34.0,38.0,1,1.0,350.0,0,1,0,0,1
128.0,50.0,-33.0,2,1.0,304.0,0,1,0,0,0
1784.0,85.0,-354.0,1,1.0,350.0,0,1,0,0,3
255.0,70.0,-167.0,1,1.0,304.0,0,1,0,0,1
189.0,45.0,-47.0,1,1.0,242.0,0,1,0,0,6
32.0,10.0,-10.0,5,1.0,350.0,0,1,0,0,1
354.0,30.0,-4.0,1,3.0,41.0,0,1,0,0,4
257.0,45.0,-3.0,1,1.0,350.0,0,1,0,0,1
150.0,45.0,5.0,1,1.0,350.0,0,1,0,0,3
263.0,40.0,79.0,1,1.0,350.0,0,1,0,0,2
1040.0,62.0,-412.0,1,4.0,51.0,0,1,0,0,4
303.0,45.0,30.0,1,1.0,304.0,0,1,0,0,1
82.0,40.0,-35.0,2,1.0,411.0,0,1,0,0,3
672.0,45.0,-51.0,1,1.0,350.0,0,1,0,0,4
187.0,45.0,-32.0,1,1.0,304.0,0,1,0,0,2
1163.0,50.0,-92.0,1,1.0,242.0,0,1,0,0,3
900.0,100.0,-197.0,1,2.0,216.0,1,1,0,0,3
264.0,40.0,19.0,1,1.0,411.0,0,1,0,0,1
363.0,40.0,-97.0,1,1.0,411.0,0,1,0,0,1
356.0,55.0,-80.0,1,1.0,411.0,0,1,0,0,6
149.0,45.0,-8.0,2,1.0,350.0,0,1,0,0,4
505.0,115.0,307.0,2,1.0,242.0,0,1,0,0,1
1246.0,85.0,520.0,1,1.0,350.0,0,1,0,0,1
1102.0,10.0,149.0,3,2.0,35.0,1,1,0,0,5
408.0,55.0,-44.0,1,1.0,242.0,0,1,0,0,1
334.0,60.0,44.0,2,1.0,304.0,0,1,0,0,3
1752.0,62.0,-94.0,1,2.0,48.0,0,1,0,0,3
422.0,45.0,-76.0,1,1.0,350.0,0,0,0,0,6
886.0,45.0,427.0,1,2.0,25.0,0,1,0,0,3
512.0,25.0,-512.0,2,3.0,141.0,1,1,0,0,3
115.0,30.0,35.0,1,1.0,242.0,0,1,0,0,1
220.0,45.0,-119.0,1,1.0,350.0,0,1,0,0,4
303.0,10.0,83.0,2,1.0,411.0,0,1,0,0,0
960.0,10.0,38.0,2,3.0,320.0,0,1,0,0,1
164.0,10.0,-86.0,2,1.0,411.0,0,1,0,0,1
803.0,49.0,-35.0,1,3.0,125.0,1,1,0,0,1
25.0,50.0,2.0,2,1.0,242.0,0,1,0,0,4
470.0,41.0,-21.0,1,2.0,52.0,1,1,0,0,3
214.0,45.0,32.0,1,1.0,242.0,0,1,0,0,1
88.0,40.0,-6.0,1,1.0,304.0,0,1,0,0,1
568.0,39.0,-568.0,1,4.0,80.0,1,1,0,0,6
226.0,45.0,-40.0,2,2.0,396.0,0,1,0,0,3
554.0,60.0,8.0,1,1.0,304.0,0,1,0,0,1
310.0,45.0,-25.0,1,1.0,411.0,0,1,0,0,1
193.0,45.0,25.0,1,1.0,410.0,0,1,0,0,1
2072.0,119.0,-25.0,1,1.0,241.0,0,1,0,0,1
896.0,45.0,349.0,2,2.0,71.0,0,1,0,0,4
173.0,30.0,-50.0,1,1.0,349.0,0,1,0,0,1
430.0,70.0,-46.0,1,1.0,303.0,0,1,0,0,1
175.0,45.0,144.0,1,2.0,336.0,0,1,0,0,2
944.0,70.0,-28.0,1,2.0,226.0,1,1,0,0,2
807.0,60.0,100.0,1,1.0,303.0,0,1,0,0,6
425.0,45.0,129.0,2,1.0,241.0,0,1,0,0,2
406.0,10.0,676.0,3,1.0,303.0,0,1,0,0,1
45.0,40.0,-25.0,1,1.0,303.0,0,1,0,0,3
1192.0,85.0,-261.0,1,2.0,409.0,0,1,0,0,1
346.0,60.0,86.0,1,1.0,349.0,0,1,0,0,1
41.0,50.0,8.0,1,1.0,410.0,0,1,0,0,3
1179.0,85.0,-586.0,1,1.0,241.0,0,1,0,0,6
196.0,40.0,-166.0,1,2.0,276.0,0,1,0,0,1
2174.0,85.0,-272.0,1,1.0,349.0,0,1,0,0,3
7.0,20.0,15.0,2,1.0,410.0,0,1,0,0,1
1168.0,70.0,-120.0,1,1.0,241.0,0,1,0,0,4
727.0,85.0,-301.0,2,2.0,145.0,0,1,0,0,2
868.0,45.0,-640.0,3,2.0,38.0,0,1,0,0,2
677.0,54.0,-34.0,1,1.0,349.0,0,1,0,0,1
398.0,50.0,57.0,1,1.0,349.0,0,1,0,0,1
1770.0,110.0,24.0,2,2.0,189.0,0,1,0,0,1
436.0,85.0,416.0,2,3.0,9.0,0,1,0,0,4
863.0,45.0,427.0,1,3.0,106.0,0,1,0,0,0
983.0,49.0,286.0,1,1.0,410.0,0,1,0,0,3
182.0,10.0,22.0,2,1.0,410.0,0,1,0,0,3
241.0,30.0,-17.0,1,1.0,241.0,0,1,0,0,3
673.0,45.0,-81.0,1,1.0,349.0,0,1,0,0,6
1397.0,45.0,-172.0,1,2.0,247.0,0,1,0,0,4
1368.0,60.0,-190.0,1,2.0,13.0,0,1,0,0,6
185.0,10.0,12.0,2,1.0,410.0,0,1,0,0,0
56.0,45.0,2.0,2,1.0,303.0,0,1,0,0,5
1050.0,90.0,-248.0,1,1.0,349.0,0,1,0,0,1
781.0,60.0,47.0,1,3.0,38.0,0,0,0,0,4
20.0,10.0,6.0,2,1.0,349.0,0,0,0,0,0
47.0,34.0,4.0,1,1.0,349.0,0,1,0,0,2
1590.0,108.0,910.0,4,1.0,349.0,0,1,0,0,0
879.0,85.0,-103.0,1,3.0,180.0,0,1,0,0,3
4.0,50.0,-4.0,1,1.0,303.0,0,1,0,0,1
234.0,10.0,22.0,3,1.0,349.0,0,1,0,0,1
226.0,45.0,166.0,8,1.0,349.0,0,1,0,0,1
1367.0,41.0,218.0,1,3.0,67.0,0,1,0,0,1
186.0,45.0,64.0,2,1.0,349.0,0,1,0,0,1
1390.0,45.0,-483.0,1,1.0,241.0,0,1,0,0,3
55.0,70.0,13.0,1,1.0,241.0,0,1,0,0,1
2518.0,77.0,-781.0,1,3.0,116.0,0,1,0,0,4
412.0,40.0,75.0,2,1.0,303.0,0,1,0,0,1
131.0,40.0,53.0,1,2.0,241.0,1,1,0,0,1
617.0,60.0,32.0,1,1.0,349.0,0,1,0,0,1
244.0,21.0,-224.0,2,1.0,410.0,0,1,0,0,4
154.0,45.0,20.0,1,2.0,86.0,0,1,0,0,4
0.0,25.0,0.0,1,1.0,349.0,0,0,0,0,6
1108.0,85.0,-119.0,1,1.0,303.0,0,1,0,0,4
390.0,35.0,-154.0,2,1.0,303.0,0,0,0,0,1
130.0,40.0,25.0,2,1.0,241.0,0,1,0,0,1
1766.0,85.0,323.0,1,2.0,50.0,0,1,0,0,4
1205.0,85.0,411.0,1,1.0,241.0,0,1,0,0,1
459.0,52.0,-96.0,1,1.0,349.0,0,1,0,0,1
847.0,10.0,131.0,4,1.0,349.0,0,1,0,0,2
2181.0,102.0,-120.0,1,4.0,67.0,0,1,0,0,3
322.0,45.0,52.0,1,1.0,241.0,0,1,0,0,4
822.0,60.0,94.0,1,1.0,241.0,0,1,0,0,4
788.0,41.0,-504.0,1,4.0,117.0,0,1,0,0,1
486.0,52.0,691.0,1,1.0,349.0,0,1,0,0,1
865.0,45.0,81.0,1,1.0,349.0,0,1,0,0,1
14.0,10.0,-9.0,5,1.0,237.0,0,1,0,0,1
1172.0,70.0,-202.0,3,2.0,259.0,0,1,0,0,1
616.0,45.0,-194.0,1,1.0,410.0,0,1,0,0,1
219.0,70.0,55.0,2,1.0,349.0,0,1,0,0,1
183.0,60.0,81.0,1,1.0,410.0,0,1,0,0,1
2245.0,77.0,-386.0,1,2.0,100.0,1,1,0,0,6
1337.0,48.0,-1123.0,2,1.0,349.0,0,1,0,0,4
471.0,45.0,-98.0,1,1.0,241.0,0,1,0,0,1
171.0,10.0,117.0,3,1.0,290.0,0,1,0,0,1
1051.0,55.0,649.0,1,1.0,349.0,0,1,0,0,3
299.0,45.0,-66.0,1,2.0,233.0,0,1,0,0,4
67.0,45.0,4.0,1,1.0,410.0,0,1,0,0,1
88.0,10.0,-20.0,2,1.0,349.0,0,1,0,0,2
358.0,45.0,326.0,2,1.0,349.0,0,1,1,0,1
403.0,21.0,-403.0,1,3.0,182.0,1,1,0,0,4
149.0,49.0,22.0,2,1.0,241.0,0,1,0,0,1
128.0,60.0,219.0,2,1.0,303.0,0,1,0,0,2
1406.0,70.0,-808.0,1,3.0,47.0,0,1,0,0,1
38.0,40.0,-12.0,1,1.0,303.0,0,1,0,0,1
1149.0,70.0,-30.0,2,2.0,375.0,1,1,0,0,2
263.0,45.0,-50.0,1,2.0,213.0,1,1,0,0,1
962.0,69.0,39.0,2,3.0,38.0,0,0,0,0,3
326.0,45.0,-93.0,1,1.0,303.0,0,1,0,0,2
581.0,31.0,-581.0,1,1.0,348.0,0,1,1,0,4
360.0,40.0,4.0,1,1.0,302.0,0,1,0,0,2
338.0,40.0,115.0,1,1.0,240.0,0,1,0,0,1
245.0,22.0,-245.0,1,3.0,173.0,0,1,0,0,3
1715.0,75.0,-459.0,1,2.0,198.0,0,1,0,0,3
304.0,45.0,222.0,1,1.0,240.0,0,1,0,0,1
203.0,70.0,213.0,2,2.0,63.0,1,1,0,0,1
620.0,45.0,1.0,1,2.0,348.0,0,1,0,0,1
857.0,52.0,167.0,2,1.0,409.0,0,1,0,0,2
245.0,45.0,-104.0,2,2.0,114.0,0,1,0,0,2
589.0,45.0,180.0,1,1.0,302.0,0,1,0,0,1
616.0,47.0,670.0,1,1.0,302.0,0,1,0,0,5
934.0,45.0,-387.0,1,1.0,348.0,0,1,0,0,1
325.0,45.0,-53.0,1,2.0,41.0,1,1,0,0,1
401.0,89.0,350.0,1,2.0,34.0,1,1,0,0,0
562.0,45.0,87.0,1,1.0,302.0,0,1,0,0,1
62.0,10.0,-47.0,2,2.0,289.0,0,1,0,0,4
881.0,81.0,-225.0,2,2.0,79.0,0,1,0,0,2
1584.0,51.0,414.0,1,2.0,347.0,0,1,0,0,2
1090.0,45.0,114.0,1,1.0,409.0,0,1,0,0,1
226.0,10.0,-53.0,2,1.0,348.0,0,1,0,0,1
339.0,40.0,-57.0,1,1.0,409.0,0,1,0,0,3
363.0,30.0,53.0,1,1.0,348.0,0,1,0,0,1
190.0,45.0,42.0,1,2.0,78.0,0,1,0,0,1
251.0,40.0,-101.0,1,1.0,240.0,0,1,0,0,2
334.0,70.0,-64.0,1,1.0,409.0,0,1,0,0,3
61.0,45.0,4.0,1,1.0,409.0,0,1,0,0,1
372.0,40.0,-45.0,1,2.0,272.0,0,1,0,0,1
405.0,45.0,-405.0,1,2.0,153.0,1,1,0,0,1
140.0,40.0,37.0,1,1.0,409.0,0,1,0,0,1
250.0,10.0,103.0,4,1.0,409.0,0,0,0,0,2
340.0,60.0,24.0,2,1.0,348.0,1,1,0,0,4
212.0,95.0,34.0,2,1.0,409.0,0,1,0,0,1
32.0,45.0,58.0,1,1.0,409.0,0,1,0,0,1
384.0,45.0,-26.0,1,1.0,302.0,0,1,0,0,1
82.0,20.0,24.0,2,1.0,302.0,0,0,0,0,2
634.0,37.0,-78.0,1,1.0,348.0,0,1,0,0,1
227.0,35.0,-40.0,1,1.0,409.0,0,1,0,0,6
138.0,30.0,34.0,1,2.0,29.0,0,1,0,0,3
51.0,30.0,-19.0,1,1.0,240.0,0,1,0,0,1
823.0,50.0,-53.0,1,2.0,186.0,1,1,0,0,6
0.0,42.0,0.0,4,1.0,348.0,0,0,0,0,0
477.0,45.0,-38.0,1,1.0,240.0,0,1,0,0,6
1030.0,70.0,-280.0,1,2.0,6.0,0,1,0,0,1
1665.0,70.0,1115.0,1,2.0,121.0,1,1,0,0,4
1702.0,60.0,7.0,4,1.0,240.0,0,0,0,0,0
548.0,60.0,23.0,1,2.0,112.0,1,1,0,0,3
926.0,79.0,-686.0,1,1.0,240.0,0,1,0,0,2
280.0,45.0,-132.0,1,1.0,348.0,0,1,0,0,1
574.0,10.0,-33.0,2,1.0,348.0,0,1,0,0,1
88.0,10.0,0.0,2,2.0,348.0,0,1,0,0,4
390.0,60.0,-11.0,1,1.0,409.0,0,1,0,0,1
224.0,40.0,-77.0,1,3.0,58.0,1,1,0,0,3
237.0,49.0,378.0,1,1.0,302.0,0,1,0,0,1
512.0,45.0,-190.0,2,1.0,240.0,0,1,0,0,1
1438.0,55.0,-21.0,1,1.0,348.0,0,1,0,0,2
946.0,80.0,1140.0,1,1.0,302.0,0,1,0,0,1
356.0,45.0,-102.0,3,1.0,240.0,1,1,0,0,0
659.0,60.0,-25.0,1,1.0,240.0,0,1,0,0,1
451.0,44.0,192.0,1,1.0,348.0,0,1,0,0,4
524.0,45.0,165.0,1,1.0,240.0,0,1,0,0,1
420.0,50.0,-136.0,1,1.0,240.0,0,1,0,0,3
489.0,40.0,39.0,2,2.0,409.0,1,1,0,0,1
1751.0,65.0,72.0,1,1.0,302.0,0,1,0,0,4
548.0,45.0,364.0,1,1.0,348.0,0,1,0,0,1
236.0,47.0,88.0,1,1.0,240.0,0,1,0,0,1
359.0,60.0,105.0,1,1.0,409.0,0,1,0,0,1
352.0,80.0,-30.0,3,1.0,302.0,0,1,0,0,1
318.0,38.0,-150.0,1,2.0,148.0,0,0,0,0,4
1142.0,60.0,180.0,1,2.0,197.0,0,1,0,0,4
1549.0,60.0,626.0,1,2.0,16.0,0,1,0,0,2
690.0,45.0,-17.0,1,1.0,348.0,0,1,0,0,1
312.0,40.0,-162.0,1,1.0,240.0,0,1,0,0,1
130.0,45.0,-128.0,1,1.0,348.0,0,1,0,0,4
134.0,40.0,-38.0,2,2.0,64.0,1,1,0,0,1
329.0,52.0,39.0,1,1.0,348.0,0,1,0,0,3
898.0,85.0,-79.0,1,3.0,10.0,1,1,0,0,4
366.0,75.0,180.0,2,2.0,98.0,0,1,0,0,1
552.0,45.0,-94.0,1,2.0,240.0,0,1,0,0,2
115.0,55.0,-28.0,1,1.0,240.0,0,1,0,0,1
1677.0,60.0,-297.0,1,4.0,220.0,0,1,0,0,3
584.0,59.0,-471.0,2,1.0,302.0,0,1,0,0,2
596.0,60.0,333.0,1,3.0,137.0,0,1,0,0,2
523.0,28.0,-523.0,1,1.0,240.0,0,1,0,0,4
0.0,79.0,0.0,1,1.0,302.0,0,1,0,0,3
1118.0,56.0,222.0,2,2.0,84.0,1,1,0,0,4
1215.0,47.0,-235.0,1,2.0,93.0,0,1,0,0,1
647.0,70.0,-401.0,1,1.0,302.0,0,1,0,0,4
523.0,40.0,138.0,1,1.0,302.0,0,1,0,0,3
96.0,50.0,-2.0,1,1.0,302.0,0,1,0,0,2
214.0,45.0,12.0,2,2.0,121.0,1,1,0,0,6
1147.0,60.0,-119.0,2,2.0,155.0,1,1,0,0,1
1354.0,60.0,-68.0,1,1.0,409.0,0,1,0,0,1
774.0,47.0,326.0,1,2.0,61.0,0,1,0,0,1
755.0,40.0,-369.0,1,1.0,240.0,1,1,1,0,1
176.0,45.0,148.0,1,1.0,302.0,0,1,0,0,1
158.0,45.0,0.0,1,1.0,348.0,0,1,0,0,5
260.0,45.0,49.0,3,1.0,302.0,0,1,0,0,4
914.0,60.0,-80.0,1,1.0,302.0,0,1,0,0,2
266.0,75.0,56.0,2,1.0,409.0,0,1,0,0,1
545.0,35.0,-531.0,1,1.0,240.0,0,1,0,0,6
326.0,44.0,-163.0,1,1.0,348.0,0,1,0,0,3
900.0,48.0,-16.0,1,2.0,151.0,0,1,0,0,3
1242.0,45.0,517.0,1,1.0,240.0,0,1,0,0,1
40.0,10.0,4.0,2,1.0,348.0,0,1,0,0,2
6.0,10.0,-4.0,2,1.0,240.0,0,1,0,0,1
604.0,50.0,-74.0,1,5.0,176.0,0,1,0,0,1
572.0,32.0,-572.0,1,1.0,409.0,0,0,0,0,3
2135.0,85.0,234.0,1,4.0,1.0,0,1,0,0,4
490.0,70.0,-9.0,4,2.0,238.0,0,1,0,0,2
1741.0,105.0,431.0,1,4.0,23.0,0,1,0,0,4
87.0,40.0,-40.0,1,1.0,348.0,0,1,0,0,1
818.0,52.0,140.0,1,1.0,240.0,0,1,0,0,2
213.0,45.0,-151.0,2,1.0,347.0,0,1,0,0,4
558.0,42.0,204.0,1,1.0,301.0,0,1,0,0,1
204.0,40.0,103.0,1,1.0,301.0,0,1,0,0,1
331.0,45.0,62.0,2,1.0,301.0,0,1,0,0,1
360.0,32.0,-257.0,2,2.0,31.0,0,1,0,0,1
256.0,50.0,-120.0,1,1.0,239.0,0,1,0,0,1
306.0,70.0,241.0,2,1.0,273.0,0,1,0,0,1
292.0,10.0,205.0,3,1.0,301.0,0,1,0,0,0
1236.0,70.0,685.0,1,3.0,27.0,0,1,0,0,3
156.0,40.0,-26.0,1,1.0,239.0,0,1,0,0,1
304.0,10.0,16.0,4,1.0,301.0,0,1,0,0,1
1034.0,70.0,-128.0,1,1.0,239.0,0,1,0,0,1
422.0,36.0,-31.0,1,1.0,408.0,0,1,0,0,4
1082.0,45.0,-484.0,1,2.0,105.0,1,1,0,0,2
285.0,45.0,-66.0,3,1.0,408.0,0,1,0,0,1
457.0,60.0,569.0,2,1.0,347.0,0,1,0,0,1
122.0,70.0,99.0,2,1.0,408.0,0,1,0,0,1
1385.0,45.0,-95.0,1,1.0,408.0,0,1,0,0,1
1351.0,45.0,10.0,1,1.0,408.0,0,1,0,0,6
281.0,45.0,-108.0,1,1.0,408.0,0,1,0,0,1
118.0,55.0,-116.0,1,1.0,301.0,0,1,0,0,2
68.0,45.0,75.0,1,1.0,408.0,0,1,0,0,4
472.0,53.0,278.0,1,2.0,313.0,1,1,0,0,3
499.0,60.0,62.0,2,1.0,239.0,0,1,0,0,1
254.0,45.0,-187.0,1,1.0,239.0,0,1,0,0,3
853.0,60.0,-108.0,1,2.0,105.0,1,1,0,0,3
732.0,65.0,-34.0,1,1.0,239.0,0,1,0,0,3
66.0,30.0,60.0,2,2.0,216.0,1,1,0,0,1
434.0,45.0,13.0,2,1.0,408.0,0,1,0,0,1
80.0,46.0,-44.0,1,1.0,301.0,0,1,0,0,2
590.0,70.0,-24.0,1,2.0,209.0,1,1,0,0,4
216.0,10.0,-66.0,2,1.0,347.0,0,1,0,0,1
1016.0,45.0,49.0,1,1.0,301.0,0,1,0,0,2
18.0,20.0,-16.0,1,1.0,239.0,0,1,0,0,1
562.0,95.0,-136.0,1,2.0,86.0,0,1,0,0,2
152.0,10.0,-97.0,2,1.0,408.0,0,1,0,0,1
56.0,10.0,-23.0,3,2.0,112.0,0,1,0,0,1
1032.0,45.0,46.0,1,1.0,301.0,0,1,0,0,1
232.0,50.0,-145.0,1,1.0,301.0,0,1,0,0,4
1220.0,62.0,-26.0,1,1.0,301.0,0,1,0,0,1
215.0,40.0,-172.0,1,2.0,259.0,0,1,0,0,1
454.0,45.0,-142.0,2,1.0,239.0,0,1,0,0,1
932.0,45.0,82.0,1,2.0,51.0,0,1,0,0,1
2058.0,71.0,-543.0,1,4.0,193.0,1,1,0,0,2
920.0,45.0,-331.0,1,1.0,301.0,0,1,0,0,1
611.0,45.0,28.0,2,1.0,347.0,0,1,0,0,1
389.0,45.0,-10.0,1,1.0,408.0,0,1,0,0,1
1100.0,36.0,359.0,2,1.0,408.0,0,1,0,0,1
230.0,50.0,-127.0,1,1.0,408.0,0,1,0,0,1
460.0,70.0,122.0,1,1.0,301.0,0,1,0,0,4
142.0,30.0,14.0,1,1.0,347.0,0,1,0,0,1
620.0,10.0,-61.0,2,1.0,301.0,0,1,0,0,1
954.0,45.0,19.0,1,2.0,322.0,0,1,0,0,1
929.0,45.0,344.0,1,1.0,301.0,0,1,0,0,1
562.0,44.0,411.0,1,1.0,408.0,0,1,0,0,4
229.0,50.0,-133.0,2,1.0,408.0,0,1,0,0,1
120.0,45.0,-4.0,2,1.0,239.0,0,1,0,0,1
588.0,55.0,-60.0,1,1.0,408.0,0,1,0,0,4
102.0,40.0,42.0,1,1.0,239.0,0,1,0,0,1
630.0,45.0,38.0,1,1.0,301.0,0,1,0,0,2
112.0,40.0,-112.0,1,1.0,347.0,0,1,0,0,1
390.0,45.0,85.0,1,1.0,239.0,0,1,0,0,2
1694.0,85.0,313.0,1,4.0,26.0,0,1,0,0,4
179.0,40.0,-79.0,3,1.0,301.0,0,1,0,0,1
418.0,45.0,-29.0,2,2.0,271.0,1,1,0,0,2
111.0,40.0,18.0,2,1.0,347.0,0,1,0,0,3
77.0,10.0,2.0,3,1.0,408.0,0,1,0,0,1
1366.0,47.0,180.0,1,1.0,301.0,0,1,0,0,1
452.0,45.0,78.0,1,1.0,408.0,0,1,0,0,1
863.0,45.0,-468.0,1,2.0,310.0,0,1,0,0,4
279.0,9.0,290.0,3,3.0,231.0,1,1,0,0,5
144.0,45.0,-43.0,1,1.0,408.0,0,1,0,0,3
195.0,43.0,-195.0,2,2.0,77.0,1,0,0,0,2
182.0,45.0,35.0,1,1.0,408.0,0,1,0,0,2
285.0,52.0,-86.0,1,1.0,239.0,0,1,0,0,1
58.0,10.0,44.0,4,1.0,301.0,0,1,0,0,1
76.0,10.0,67.0,2,1.0,301.0,0,1,0,0,1
270.0,60.0,256.0,1,1.0,346.0,0,1,0,0,3
261.0,8.0,-66.0,6,1.0,300.0,0,1,0,0,1
1754.0,60.0,-354.0,2,1.0,407.0,0,1,0,0,2
